RESPNUM,Q1,Q2,Rec_Age,Q3_01,Q3_02,Q3_03,Q3_04,Q3_05,Q3_06,Q3_07,Q3_08,Q3_09,Q3_10,Q3_11,Q3_12,Q3_13,Q4a_01,Q4a_02,Q4a_03,Q4a_04,Q4a_05,Q4a_06,Q4a_07,Q4a_08,Q4a_09,Q4a_10,Q4a_11,Q4a_12,Q4a_13,Q4a_14,Q4b_01,Q4b_02,Q4b_03,Q4b_04,Q4b_05,Q4b_06,Q4b_07,Q4b_08,Q4b_09,Q4b_10,Q4b_11,Q4b_12,Q4b_13,Q4b_14,Q4c_01,Q4c_02,Q4c_03,Q4c_04,Q4c_05,Q4c_06,Q4c_07,Q4c_08,Q4c_09,Q4c_10,Q4c_11,Q4c_12,Q4c_13,Q4c_14,Q4d_01,Q4d_02,Q4d_03,Q4d_04,Q4d_05,Q4d_06,Q4d_07,Q4d_08,Q4d_09,Q4d_10,Q4d_11,Q4d_12,Q4d_13,Q4d_14,Q4e_01,Q4e_02,Q4e_03,Q4e_04,Q4e_05,Q4e_06,Q4e_07,Q4e_08,Q4e_09,Q4e_10,Q4e_11,Q4e_12,Q4e_13,Q4e_14,Q4f_01,Q4f_02,Q4f_03,Q4f_04,Q4f_05,Q4f_06,Q4f_07,Q4f_08,Q4f_09,Q4f_10,Q4f_11,Q4f_12,Q4f_13,Q4f_14,Q4g_01,Q4g_02,Q4g_03,Q4g_04,Q4g_05,Q4g_06,Q4g_07,Q4g_08,Q4g_09,Q4g_10,Q4g_11,Q4g_12,Q4g_13,Q4g_14,Q4h_01,Q4h_02,Q4h_03,Q4h_04,Q4h_05,Q4h_06,Q4h_07,Q4h_08,Q4h_09,Q4h_10,Q4h_11,Q4h_12,Q4h_13,Q4h_14,Q4i_01,Q4i_02,Q4i_03,Q4i_04,Q4i_05,Q4i_06,Q4i_07,Q4i_08,Q4i_09,Q4i_10,Q4i_11,Q4i_12,Q4i_13,Q4i_14,Q5a_left,Q5a_right,Q5b_left,Q5b_right,Q5c_left,Q5c_right,Q5d_left,Q5d_right,Q5e_left,Q5e_right,Q5f_left,Q5f_right,Q6_01,Q6_02,Q6_03,Q6_04,Q6_05,Q6_06,Q6_07,Q6_08,Q6_09,Q6_10,Q7,StartDate,StartTime,endDate,EndTime,Timetaken
283,1,4,1,1,9,8,9,10,7,8,6,7,5,9,9,9,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,4,1,2,1,3,5,3,1,2,5,3,1,0,0,0,0,1,0,0,1,1,0,9,7/4/2017,23:38:09,7/4/2017,23:41:37,3:27
284,1,7,2,2,8,7,10,8,7,9,7,7,7,10,7,8,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,2,1,3,5,2,5,3,4,4,1,0,0,0,1,0,0,0,1,1,0,3,8/4/2017,1:49:03,8/4/2017,1:56:32,7:29
285,1,7,2,5,9,1,9,5,6,9,4,7,6,8,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,2,3,3,2,2,1,2,4,4,2,0,0,0,1,0,0,0,1,1,0,4,8/4/2017,8:36:22,8/4/2017,8:44:41,8:19
286,1,7,2,1,6,6,11,11,3,6,1,6,1,11,8,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,2,1,3,5,4,1,3,4,4,1,0,0,0,1,0,0,0,1,1,0,6,8/4/2017,8:58:09,8/4/2017,9:03:36,5:27
287,1,5,2,10,7,4,11,4,3,8,3,7,3,7,8,9,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,5,1,5,4,5,2,5,2,4,1,3,0,0,1,0,0,0,1,0,0,0,5,8/4/2017,9:55:01,8/4/2017,10:02:27,7:26
288,1,4,1,8,7,8,8,7,10,9,9,9,7,8,8,8,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,5,1,5,1,5,4,2,4,5,1,5,1,1,1,0,0,0,0,0,1,0,7,8/4/2017,10:55:56,8/4/2017,10:58:58,3:01
289,1,4,1,11,8,1,10,10,4,10,9,1,1,10,1,5,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,5,1,4,3,5,2,1,2,5,1,2,1,1,1,0,0,0,1,0,0,0,6,8/4/2017,11:47:59,8/4/2017,11:52:47,4:48
290,1,5,2,11,11,6,11,6,6,6,6,6,6,11,6,11,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,2,5,1,5,1,5,2,5,1,4,1,2,0,0,1,0,0,1,1,0,0,0,9,8/4/2017,11:31:57,8/4/2017,11:34:27,2:29
291,1,5,2,7,10,8,11,8,8,10,7,10,8,11,7,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,4,1,1,5,2,5,2,4,5,1,0,0,0,1,0,0,0,0,1,0,9,8/4/2017,12:30:33,8/4/2017,12:37:50,7:17
292,1,3,1,11,9,6,11,11,8,11,10,5,11,11,8,7,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,3,1,4,3,1,2,1,3,5,1,5,1,1,1,0,1,1,1,0,0,0,2,8/4/2017,13:13:59,8/4/2017,13:17:17,3:18
293,1,5,2,11,5,11,5,4,4,7,9,7,6,6,6,8,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,1,5,1,3,1,5,1,3,1,2,0,0,1,0,0,0,1,0,1,0,1,8/4/2017,13:14:51,8/4/2017,13:20:07,5:16
294,1,7,2,9,7,5,9,8,6,7,4,3,4,6,5,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,3,1,3,4,5,4,5,2,4,1,5,1,1,1,0,0,0,1,1,0,0,8,8/4/2017,14:24:56,8/4/2017,14:28:38,3:42
295,1,2,1,8,5,5,8,7,7,6,8,6,8,6,5,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,5,4,1,1,4,2,3,2,5,1,1,1,0,0,1,0,0,0,0,6,8/4/2017,14:32:05,8/4/2017,14:33:42,1:37
296,1,7,2,6,11,6,11,6,6,6,6,6,11,11,11,6,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,4,3,5,3,3,4,2,5,3,4,4,2,0,1,0,1,0,0,0,1,1,0,7,8/4/2017,14:33:56,8/4/2017,14:41:19,7:22
297,1,3,1,6,8,6,10,7,6,7,7,6,7,11,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,4,1,2,3,5,4,5,3,5,4,1,1,1,1,0,0,0,1,1,0,6,8/4/2017,13:54:21,8/4/2017,14:45:58,51:37:00
298,1,4,1,10,8,1,3,9,1,7,9,1,1,5,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,3,1,4,1,5,3,1,4,5,1,5,1,0,1,1,0,0,1,1,1,0,9,8/4/2017,15:28:27,8/4/2017,15:39:07,10:40
299,1,3,1,11,9,7,11,6,9,9,8,6,6,11,9,8,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,4,5,1,5,3,5,2,5,3,4,4,5,1,0,0,1,0,0,0,1,1,0,6,8/4/2017,15:42:56,8/4/2017,15:46:09,3:13
300,1,4,1,7,10,1,10,10,9,3,8,1,2,4,2,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,4,3,3,4,1,5,2,4,2,5,3,5,0,0,1,1,1,0,0,1,1,0,9,8/4/2017,14:39:46,8/4/2017,20:55:07,375:21:00
301,1,2,1,8,8,8,8,8,8,8,8,8,8,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,2,1,1,4,5,3,4,3,4,3,0,0,0,0,0,0,0,0,1,0,5,8/4/2017,22:00:29,8/4/2017,22:01:57,1:27
302,1,2,1,7,9,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,3,1,2,2,1,1,5,1,2,0,0,1,0,0,0,0,1,0,0,4,9/4/2017,2:27:54,9/4/2017,2:31:09,3:15
303,1,4,1,10,10,9,11,7,8,10,7,5,2,11,11,6,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,3,1,3,3,5,2,3,2,4,1,2,1,0,1,0,0,0,1,0,0,0,8,10/4/2017,10:04:23,10/4/2017,10:08:50,4:27
