RESPNUM,Q1,Q2,Rec_Age,Q3_01,Q3_02,Q3_03,Q3_04,Q3_05,Q3_06,Q3_07,Q3_08,Q3_09,Q3_10,Q3_11,Q3_12,Q3_13,Q4a_01,Q4a_02,Q4a_03,Q4a_04,Q4a_05,Q4a_06,Q4a_07,Q4a_08,Q4a_09,Q4a_10,Q4a_11,Q4a_12,Q4a_13,Q4a_14,Q4b_01,Q4b_02,Q4b_03,Q4b_04,Q4b_05,Q4b_06,Q4b_07,Q4b_08,Q4b_09,Q4b_10,Q4b_11,Q4b_12,Q4b_13,Q4b_14,Q4c_01,Q4c_02,Q4c_03,Q4c_04,Q4c_05,Q4c_06,Q4c_07,Q4c_08,Q4c_09,Q4c_10,Q4c_11,Q4c_12,Q4c_13,Q4c_14,Q4d_01,Q4d_02,Q4d_03,Q4d_04,Q4d_05,Q4d_06,Q4d_07,Q4d_08,Q4d_09,Q4d_10,Q4d_11,Q4d_12,Q4d_13,Q4d_14,Q4e_01,Q4e_02,Q4e_03,Q4e_04,Q4e_05,Q4e_06,Q4e_07,Q4e_08,Q4e_09,Q4e_10,Q4e_11,Q4e_12,Q4e_13,Q4e_14,Q4f_01,Q4f_02,Q4f_03,Q4f_04,Q4f_05,Q4f_06,Q4f_07,Q4f_08,Q4f_09,Q4f_10,Q4f_11,Q4f_12,Q4f_13,Q4f_14,Q4g_01,Q4g_02,Q4g_03,Q4g_04,Q4g_05,Q4g_06,Q4g_07,Q4g_08,Q4g_09,Q4g_10,Q4g_11,Q4g_12,Q4g_13,Q4g_14,Q4h_01,Q4h_02,Q4h_03,Q4h_04,Q4h_05,Q4h_06,Q4h_07,Q4h_08,Q4h_09,Q4h_10,Q4h_11,Q4h_12,Q4h_13,Q4h_14,Q4i_01,Q4i_02,Q4i_03,Q4i_04,Q4i_05,Q4i_06,Q4i_07,Q4i_08,Q4i_09,Q4i_10,Q4i_11,Q4i_12,Q4i_13,Q4i_14,Q5a_left,Q5a_right,Q5b_left,Q5b_right,Q5c_left,Q5c_right,Q5d_left,Q5d_right,Q5e_left,Q5e_right,Q5f_left,Q5f_right,Q6_01,Q6_02,Q6_03,Q6_04,Q6_05,Q6_06,Q6_07,Q6_08,Q6_09,Q6_10,Q7,StartDate,StartTime,endDate,EndTime,Timetaken
36,1,9,3,8,8,7,9,9,5,6,6,4,6,5,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,5,1,5,1,5,2,4,1,5,1,5,1,1,1,0,0,0,0,1,1,0,6,6/4/2017,8:03:39,6/4/2017,8:11:44,8:05
37,2,5,2,9,6,6,6,6,6,6,6,6,6,1,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,5,4,3,4,1,2,3,1,4,1,1,1,0,0,1,0,0,0,0,4,6/4/2017,8:21:59,6/4/2017,8:24:42,2:43
38,1,5,2,10,8,8,11,8,6,8,6,8,6,8,8,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,5,1,5,3,5,2,1,3,4,1,3,0,0,1,0,0,0,0,0,1,0,8,6/4/2017,8:25:54,6/4/2017,8:30:09,4:15
39,2,7,2,8,8,4,8,9,8,4,9,5,4,9,8,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,5,1,5,3,5,5,2,4,2,1,5,1,0,1,1,0,0,0,1,1,0,7,6/4/2017,8:25:22,6/4/2017,8:31:05,5:42
40,1,5,2,11,1,1,9,1,1,8,1,1,1,7,1,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,2,1,4,4,1,2,1,2,1,1,5,1,0,1,0,0,0,1,0,1,0,8,6/4/2017,8:29:04,6/4/2017,8:32:46,3:41
41,2,4,1,1,8,7,8,6,7,6,7,5,6,9,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,5,1,3,4,2,4,3,5,4,1,0,1,0,1,0,0,0,0,0,0,7,6/4/2017,8:30:24,6/4/2017,8:33:38,3:13
42,2,7,2,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,3,1,2,2,5,1,4,1,3,0,0,1,0,0,0,1,0,0,0,3,6/4/2017,8:38:37,6/4/2017,8:43:57,5:19
43,1,5,2,8,9,5,11,3,1,11,1,1,3,9,6,11,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,4,4,3,4,5,1,5,1,5,1,1,1,0,0,1,1,0,0,0,7,6/4/2017,8:43:04,6/4/2017,8:47:08,4:03
44,2,4,1,10,7,6,9,4,8,6,5,8,7,6,4,7,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,3,1,2,3,4,2,4,3,4,1,2,1,1,1,0,0,0,0,1,1,0,7,6/4/2017,8:42:59,6/4/2017,8:53:06,10:07
45,2,5,2,8,8,4,8,7,4,6,3,5,6,8,6,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,1,3,3,4,2,5,3,4,4,2,1,1,0,1,0,0,0,0,1,0,5,6/4/2017,9:05:29,6/4/2017,9:09:07,3:37
46,2,7,2,10,10,11,10,10,10,9,10,10,9,9,9,10,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,5,1,5,1,3,2,5,1,3,1,1,1,0,0,0,0,1,1,0,7,6/4/2017,8:53:59,6/4/2017,8:56:57,2:58
47,1,5,2,9,8,8,9,9,9,9,8,9,9,9,9,9,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,4,4,3,3,2,4,5,3,4,4,2,1,0,0,1,0,0,0,0,0,0,5,6/4/2017,9:07:27,6/4/2017,9:10:10,2:42
48,1,8,3,1,6,1,7,1,1,1,1,6,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,3,3,2,2,5,3,4,4,2,0,0,0,0,0,0,0,0,1,0,2,6/4/2017,9:29:10,6/4/2017,9:32:33,3:22
49,2,5,2,11,11,11,11,9,8,11,10,11,4,11,11,7,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2,5,1,5,3,5,2,3,3,5,4,3,1,0,0,1,0,1,1,0,0,0,7,6/4/2017,9:14:14,6/4/2017,9:22:04,7:50
50,2,9,3,5,5,2,8,5,5,9,5,5,5,5,7,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,2,5,4,1,4,1,2,4,1,2,0,0,0,1,0,0,0,1,0,0,7,6/4/2017,9:21:44,6/4/2017,9:26:01,4:16
51,1,8,3,8,8,9,9,8,9,8,9,9,8,10,10,9,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,2,5,3,2,1,2,5,3,1,5,4,5,1,0,0,1,1,0,0,1,1,0,9,6/4/2017,9:15:18,6/4/2017,9:24:18,8:59
52,2,4,1,8,8,5,8,5,8,7,8,8,8,8,5,7,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,2,3,2,5,1,3,5,1,3,1,1,1,1,0,0,0,0,1,0,5,6/4/2017,9:37:06,6/4/2017,9:41:41,4:35
53,2,8,3,8,1,1,8,1,1,3,1,3,1,1,3,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,5,4,5,4,5,2,4,1,2,1,0,1,0,0,0,0,1,0,0,5,6/4/2017,9:47:05,6/4/2017,9:52:07,5:01
54,1,3,1,8,6,1,7,1,8,8,1,5,1,8,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,3,2,2,5,3,4,4,2,1,1,1,1,0,1,1,1,1,0,9,6/4/2017,10:10:02,6/4/2017,10:12:33,2:31
55,2,6,2,3,8,6,7,6,3,6,3,3,6,6,8,7,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,2,4,1,4,2,5,2,4,3,5,0,0,0,0,1,0,0,0,1,0,4,6/4/2017,10:24:18,6/4/2017,10:29:33,5:15
56,1,7,2,11,7,4,10,9,9,10,7,9,8,8,10,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,5,4,5,4,1,3,1,1,2,1,0,1,0,0,0,0,1,0,0,8,6/4/2017,10:29:44,6/4/2017,10:34:26,4:42
57,2,5,2,7,8,6,11,9,6,8,6,6,10,10,6,7,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,4,3,1,4,5,3,5,1,5,1,1,1,0,0,1,0,0,1,0,6,6/4/2017,10:29:31,6/4/2017,10:34:47,5:15
58,2,9,3,2,5,1,1,1,1,1,1,1,1,7,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,5,1,3,2,2,5,3,5,4,5,0,0,0,1,0,0,0,1,1,0,1,6/4/2017,10:31:17,6/4/2017,10:34:14,2:56
59,2,5,2,11,9,10,11,8,1,9,10,1,1,1,1,8,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,1,4,1,4,2,4,2,3,1,5,1,0,1,0,0,0,1,1,0,0,6,6/4/2017,10:31:42,6/4/2017,10:36:21,4:39
60,1,9,3,9,7,6,7,7,6,8,7,7,6,9,8,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5,1,5,3,5,5,1,3,5,1,2,1,1,1,0,0,1,0,0,0,0,6,6/4/2017,10:31:57,6/4/2017,11:07:04,35:06:00
61,2,4,1,8,9,5,8,7,8,7,6,5,5,8,6,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,3,1,4,1,5,2,3,3,4,1,3,0,0,0,0,1,0,0,1,0,0,6,6/4/2017,10:16:21,6/4/2017,10:35:45,19:23
62,1,10,3,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,5,2,5,3,5,3,5,3,5,4,3,1,0,1,0,0,0,0,1,0,0,9,6/4/2017,10:31:36,6/4/2017,10:37:47,6:10
63,1,10,3,7,9,6,9,6,5,8,6,8,6,7,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,2,3,1,2,4,5,1,4,4,2,0,1,0,0,1,0,0,1,0,0,2,6/4/2017,10:33:00,6/4/2017,10:37:50,4:49
65,2,6,2,7,6,7,8,3,3,6,4,6,1,6,6,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,5,1,3,2,1,3,3,4,4,1,0,0,0,1,0,0,0,0,0,0,5,6/4/2017,10:38:42,6/4/2017,10:44:45,6:02
66,2,7,2,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,5,4,3,2,2,1,3,5,4,2,0,0,0,1,0,0,0,0,1,0,2,6/4/2017,10:36:38,6/4/2017,10:40:12,3:34
67,2,9,3,9,10,8,10,7,10,8,6,6,2,2,9,7,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,5,1,3,2,5,2,3,1,4,1,1,1,0,0,0,0,0,1,0,8,6/4/2017,10:35:39,6/4/2017,10:41:54,6:14
68,2,9,3,9,6,3,6,3,6,3,3,3,3,3,3,6,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,5,1,5,2,5,1,3,1,4,0,1,1,0,0,0,1,1,1,0,8,6/4/2017,10:35:35,6/4/2017,10:40:53,5:17
69,2,5,2,10,7,8,8,10,5,7,7,4,6,7,10,8,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,5,1,3,1,5,2,5,1,4,1,4,1,1,1,0,0,0,0,1,1,0,9,6/4/2017,10:36:37,6/4/2017,10:41:13,4:35
70,2,9,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,5,3,3,2,4,5,1,4,4,3,0,0,0,0,0,0,0,0,0,1,2,6/4/2017,10:35:50,6/4/2017,10:48:59,13:08
71,2,9,3,1,11,1,11,11,1,11,1,1,11,11,11,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,5,2,3,3,5,2,5,3,4,4,5,0,0,0,1,0,0,0,1,0,0,5,6/4/2017,10:35:07,6/4/2017,10:40:51,5:43
